,Date,Course.Length,Program,Organization,City,ZIP.Code,County,Number.Classes,Number.Students,Students.White,Students.African.Am,Students.Latino,Students.Other
933,6/10/2017,0.5,FALP,Dundee Township Park District,Carpentersville,60110,Kane,1,6,6,0,0,0
934,6/10/2017,0.5,FALP,Dundee Township Park District,Carpentersville,60110,Kane,1,6,6,0,0,0
935,6/10/2017,4,First Aid and CPR Certification,Pilgrim Rest Missionary Baptist Church ,Chicago ,60612,Cook,1,1,NA,NA,NA,NA
936,6/10/2017,4,First Aid and CPR Certification,Pilgrim Rest Missionary Baptist Church ,Chicago ,60612,Cook,1,13,NA,NA,NA,NA
937,6/12/2017,1,W.H.A.L.E.S. Tales,Sawyer Elementary,Chicago,60632,Cook,4,99,NA,10,89,NA
938,6/13/2017,0.5,W.H.A.L.E.S. Tales,Charles Henderson Elementary School,Chicago,60636,Cook,2,45,8,17,18,2
939,6/13/2017,0.5,FALP,Charles Henderson Elementary School,Chicago,60636,Cook,2,45,8,17,18,2
940,6/13/2017,0.5,W.H.A.L.E.S. Tales,Happy Kidds West Inc.,Chicago,60402,Cook,1,17,1,7,8,1
941,6/13/2017,1,Pillowcase Project,Happy Kidds West Inc.,Chicago,60402,Cook,1,6,0,2,4,0
942,6/13/2017,0.5,Kid Firestopper,Happy Kidds West Inc.,Chicago,60402,Cook,1,11,1,4,6,1
943,6/13/2017,2,FALP,Shorewood Library,Shorewood,60435,Will,1,26,26,NA,NA,NA
944,6/13/2017,5,Home Alone,Rock River Branch,Rockford,61103,Winnebago ,1,3,NA,NA,NA,NA
945,6/14/2017,5,FALP,Rockton Centre,rockford,61103,winnebago,1,1,NA,NA,NA,NA
946,6/14/2017,3,First Aid and CPR Certification,Quinn Summer Camp,Maywood,60153,Cook,1,21,1,15,6,0
947,6/14/2017,2,CSD - Other,Chicago Parent Univeristy at Orville Bright School ,Chicago,60617,Cook,1,6,0,4,2,0
948,6/14/2017,1,W.H.A.L.E.S. Tales,Il Rivervalley Special Recreation center,bradley ,60914,Kankakee,1,28,27,1,NA,NA
949,6/15/2017,1,Hands-only Citizen CPR,BOY SCOUT TROOP,Chicago,60629,Cook,1,6,1,0,6,0
950,6/15/2017,1.5,CSD - Other,Chicago Parent Univeristy at Corliss High School,Chicago,60628,Cook,1,3,0,3,0,0
951,6/15/2017,4,W.H.A.L.E.S. Tales,Moris Hospital,Morris,60451,Grundy,6,140,110,NA,30,NA
952,6/16/2017,3,First Aid and CPR Certification,SGA PARENT UNIVERSITY,Chicago,60629,Cook,1,18,0,15,3,0
953,6/16/2017,4,First Aid and CPR Certification,BOOC Advocacy Center,Dolton,60419,Cook,1,5,0,5,0,0
954,6/16/2017,1,Pillowcase Project,Sawyer Elementary,Chicago,60632,Cook,4,95,NA,10,85,NA
955,6/16/2017,2,FALP,FEMA Event ,Chicago,60605,Cook,1,50,NA,NA,NA,NA
956,6/16/2017,1,Pillowcase Project,Morris Public Library,Morris,60451,Grundy,1,6,6,NA,NA,NA
957,6/17/2017,5,"Adult CPR, Pediatric CPR and Choking",Rauner Center ,Chicago,60612,Cook,1,4,1,3,NA,NA
958,6/17/2017,3,First Aid and CPR Certification,Liberty Temple Full Gospel Church,Chicago ,60628,Cook,1,7,NA,NA,NA,NA
959,6/17/2017,3,First Aid and CPR Certification,Liberty Temple Full Gospel Church,Chicago,60628,Cook,1,1,NA,NA,NA,NA
960,6/19/2017,3,First Aid and CPR Certification,Quinn Summer Camp,Maywood,60153,Cook,1,21,3,10,7,1
961,6/19/2017,1,Pillowcase Project,Sawyer Elementary,Chicago,60632,Cook,4,96,NA,4,92,NA
962,6/22/2017,1,Pillowcase Project,Orland Park Fire Protection District,Orland Park,60462,Cook,1,39,39,NA,NA,NA
963,6/23/2017,3,"Adult CPR, Pediatric CPR and Choking",Veterans Upward Bound,Chicago,60603,Cook,1,6,2,4,NA,NA
964,6/24/2017,3,"Adult CPR, Pediatric CPR and Choking",Heartland Alliance,Chicago,60620,Cook,1,10,NA,10,NA,NA
965,6/25/2017,1.5,CSD - Other,Rauner Center ,Chicago,60612,Cook,1,27,6,3,NA,18
966,6/26/2017,1,Pillowcase Project,Waukegan Park District,Waukegan,60085,Lake,1,11,3,3,5,0
967,6/26/2017,0.5,Masters of Disaster,Waukegan Park District,Waukegan,60085,Lake,1,11,4,2,4,1
968,6/27/2017,4,First Aid and CPR Certification,Hillside Public Library,Hillside,60162,Cook,1,6,3,2,1,0
969,6/27/2017,1,FALP,Joliet Public Library,Joliet,60432,Will,1,25,NA,NA,NA,NA
970,6/28/2017,1,Pillowcase Project,Girl Scout Troop,Hodgskins,60525,Cook,1,8,4,0,4,0
971,6/28/2017,1.5,Pillowcase Project,Kosciuszko Park,Chicago,60647,Cook,1,25,1,9,13,2
972,6/28/2017,1,Home Alone,Il Rivervalley Special Recreation center,bradley ,60914,Kankakee,1,27,24,3,NA,NA
973,6/29/2017,1,Pillowcase Project,Troy Shorewood Public Library,Rockford,60404,Winnebago,1,3,3,NA,NA,NA
974,6/29/2017,1,Pillowcase Project,Girl Scout Troop,Waukegan,60087,Cook,1,10,4,0,6,0
975,6/29/2017,5,"Adult CPR, Pediatric CPR and Choking",Rauner Center ,Chicago,60612,Cook,1,12,1,11,NA,NA
976,6/29/2017,1,Hands-only Citizen CPR,"CORE4Skills,INC",Chicago,60614,Cook,1,14,NA,NA,NA,NA
977,6/30/2017,1,Pillowcase Project,Camp Winnebago,Rockford,61103,Winnebago,2,225,NA,NA,NA,NA
978,6/30/2017,1,Kid Firestopper,Chicago Young Parents,Chicago,60628,Cook,1,12,NA,NA,NA,NA
979,6/30/2017,1,Scrubby Bears,Chicago Young Parents,Chicago,60628,Cook,1,12,NA,NA,NA,NA
980,6/30/2017,4,First Aid and CPR Certification,Rose of Light Mb Church,Chicago,60636,Cook,1,15,1,11,3,0
981,6/30/2017,4,First Aid and CPR Certification,Rose of Light Mb Church,Chicago,60636,Cook,1,1,0,1,0,0
982,7/5/2017,1,Pillowcase Project,Summer Campp,Hodgskins,60525,Cook,1,18,6,1,11,0
983,7/7/2017,1,Pillowcase Project,Independence Park,Chicago,60618,Cook,1,22,22,NA,NA,NA
984,8/22/2017,2,Be Red Cross Ready,Chicago Methodist Senior Services,Chicago,60640,Cook,2,24,6,14,3,1
985,8/31/2017,3,First Aid and CPR Certification,Break Through,Chicago,60624,Cook,1,14,NA,NA,NA,NA
986,9/5/2017,1,Be Red Cross Ready,Broadway Armory Park,Chicago,60660,Cook,1,15,5,9,1,NA
987,9/14/2017,1,First Aid Certification,The Children's Center of Cicero-Berwyn,Chicago,60804,Cook,1,17,1,7,9,0
988,9/16/2017,1,Be Red Cross Ready,National Language Service Corps,Chicago,60612,Cook,1,14,5,2,3,4
989,9/18/2017,1,Be Red Cross Ready,James Madison Elementary School,Chicago,60619,Cook,6,100,9,65,23,3
990,9/18/2017,5,"Adult CPR, Pediatric CPR and Choking",Woodlawnd Resource Center,Chicago,60637,Cook,1,7,NA,NA,NA,NA
991,9/19/2017,1,Be Red Cross Ready,James Madison Elementary School,Chicago,60619,Cook,6,125,15,75,29,6
992,9/20/2017,2,Be Red Cross Ready,Federal Reserve Bank,Chicago,60604,Cook,1,136,58,45,26,7
993,9/22/2017,1.5,CSD - Adult/Parents,Corliss High School,Chicago,60628,Cook,1,3,0,2,1,0
994,9/22/2017,3,First Aid and CPR Certification,Childcare Providers ,Chicago,60612,Cook,1,3,NA,NA,NA,NA
995,9/23/2017,3,First Aid and CPR Certification,SFA,Chicago,60612,Cook,1,20,NA,NA,NA,NA
996,9/23/2017,5,Fire Prevention Workshop,Schaumburg Police Department - Sound the Alarm ,Schaumburg,60194,Cook,1,NA,NA,NA,NA,NA
997,9/25/2017,1,Fire Prevention Workshop,Oak Street Health ,Chicago,60660,Cook,1,7,2,4,1,0
998,9/27/2017,1.5,Pillowcase Project,Weber Leisure Park,Skokie,60077,Cook,1,9,6,0,2,1
999,9/27/2017,1,Scrubby Bears,Kilmer Elementary,Chicago,60626,Cook,4,85,5,40,40,NA
1000,9/27/2017,1,Pillowcase Project,Madison School,Dixon,61021,Lee,1,27,NA,NA,NA,NA
1001,9/27/2017,,Pillowcase Project,Pillow Case,Dixon,61021,Lee,1,30,NA,NA,NA,NA
1002,9/27/2017,2,Pillowcase Project,Madison Elementary School ,Dixon,61021,Lee,2,51,NA,NA,NA,NA
1003,9/28/2017,0.5,Scrubby Bears,Charles W Earle School,Chicago,60636,Cook,3,47,7,25,12,3
1004,9/28/2017,1,Pillowcase Project,Girl Scout Troop,Chicago,60616,Cook,1,24,NA,NA,NA,NA
1005,9/29/2017,0.75,Kid Firestopper,Clay Elementary School,Chicago,60633,Cook,6,144,32,65,42,5
1006,10/2/2017,4,First Aid and CPR Certification,Webster Elementary School,Chicago,60624,Cook,1,6,0,5,1,0
1007,10/2/2017,3,First Aid and CPR Certification,Reunite Chatham,Chicago,60619,Cook,1,13,NA,NA,NA,NA
1008,10/4/2017,1,Pillowcase Project,Kilmer Elementary,Chicago,60626,Cook,1,34,3,20,11,NA
1009,10/4/2017,3,First Aid and CPR Certification,The CARA Program,Chicago,60612,Cook,1,23,NA,NA,NA,NA
1010,10/5/2017,4,Pillowcase Project,Madison Elementary School,Dixon,61021,Lee,3,87,NA,NA,NA,NA
1011,10/5/2017,2,Pillowcase Project,Madison Elementary School ,Dixon ,61021,Lee,2,53,NA,NA,NA,NA
1012,10/6/2017,1,"Adult CPR, Pediatric CPR and Choking",Veterans Upward Bound ,Chicago,60603,Cook,1,5,2,2,NA,1
1013,10/6/2017,1.5,CSD - Adult/Parents,Foster Grandparents Program ,Dixon,61021,Lee,1,33,NA,NA,NA,NA
1014,10/6/2017,2,CSD - Other,Foster Grandparents Program ,Dixon ,61021,Lee,1,33,NA,NA,NA,NA
1015,10/11/2017,1,Masters of Disaster,Pierce Elementary,Chicago,60660,Cook,2,70,40,10,20,NA
1016,10/11/2017,,NA,NA,Sterling,61081,Whiteside,5,88,NA,NA,NA,NA
1017,10/11/2017,2,CSD - Adult/Parents,Beacon Place (mom's group),Waukegan ,60085,Lake,1,7,NA,NA,NA,NA
1018,10/16/2017,1,Pillowcase Project,Mechanics Grove Elementary School,Mundelein,60060,Lake,5,132,75,34,19,4
1019,10/16/2017,3,First Aid and CPR Certification,Americorps Project Yes!,Chicago,60612,Cook,1,13,NA,NA,NA,NA
1020,10/17/2017,4,First Aid and CPR Certification,John Fiske Elementary School,Chicago,60637,Cook,1,5,0,3,2,0
1021,10/17/2017,3,First Aid and CPR Certification,Hope Community Advent Christian Church,Chicago,60651,Cook,1,15,NA,NA,NA,NA
1022,10/18/2017,0.5,Kid Firestopper,James Madison Elementary School - Head Start,Chicago,60619,Cook,1,18,4,9,5,0
1023,10/18/2017,1,Home Alone,Wells Prep,Chicago,60653,Cook,3,90,NA,NA,NA,NA
1024,10/19/2017,1,FALP,Weber Leisure Park,Skokie,60077,Lake,1,12,9,2,1,0
1025,10/20/2017,4,First Aid and CPR Certification,Corliss High School,Chicago,60628,Cook,1,8,0,8,0,0
1026,10/20/2017,1,Pillowcase Project,Pierce Elementary,Chicago,60660,Cook,1,29,NA,NA,NA,NA
1027,10/21/2017,4,First Aid and CPR Certification,Hillside Public Library,Hillside,60162,Cook,1,6,1,4,1,0
1028,10/24/2017,1,Home Alone,Weber Leisure Park,Skokie,60077,Lake,1,12,11,1,0,0
1029,10/24/2017,3,First Aid and CPR Certification,AmeriCorps Asian Human Services Inc,Chicago,60640,Cook,1,9,NA,NA,NA,NA
1030,10/25/2017,3,Pillowcase Project,Hawthorne Scholastic Academy - Girl Scouts Troop,Chicago,60657,Cook,1,3,NA,NA,NA,NA
1031,10/26/2017,0.5,Kid Firestopper,Charles W Earle School,Chicago,60636,Cook,4,82,9,63,5,5
1032,10/26/2017,1.5,CSD - Adult/Parents,Lowden Homes,Chicago,60629,Cook,1,8,1,5,2,0
1033,10/27/2017,1,First Aid and CPR for Students,Charles W Earle School,Chicago,60636,Cook,2,44,7,28,8,1
1034,10/27/2017,1,Home Alone,Pierce Elementary,Chicago,60660,Cook,1,29,NA,NA,NA,NA
1035,10/30/2017,0.75,Kid Firestopper,James Madison Elementary School,Chicago,60619,Cook,4,97,7,64,18,8
1036,10/31/2017,0.75,Kid Firestopper,James Madison Elementary School,Chicago,60619,Cook,3,87,5,60,14,8
1037,11/1/2017,1,FALP,Waukegan Public Library ,Waukegan,60085,Lake,1,15,4,2,8,1
1038,11/1/2017,1,Hands-only Citizen CPR,Senior Citzen Training ,Chicago,60610,Cook,1,30,NA,NA,NA,NA
1039,11/2/2017,5,First Aid and CPR Certification,Metropolitan Family Sevices at Trumbull Park Homes,Chicago,60617,Cook,1,8,0,2,2,0
1040,11/3/2017,5,First Aid and CPR Certification,Metropolitan Family Sevices at Altgeld Gardens,Chicago,60827,Cook,1,5,0,4,1,0
1041,11/6/2017,1.5,CSD - Adult/Parents,Federal Reserve Bank,Chicago,60604,Cook,1,40,17,15,4,4
1042,11/7/2017,1,Kid Firestopper,Weber Leisure Park,Skokie,60077,Lake,1,15,6,4,5,0
1043,11/8/2017,2,First Aid and CPR for Students,Weber Leisure Park,Skokie,60077,Lake,1,17,7,3,7,0
1044,11/9/2017,0.5,Home Alone,Clay Elementary School,Chicago,60633,Cook,7,150,38,67,44,1
1045,11/9/2017,1,Pillowcase Project,Palmer Elementary School,Chicago,60630,Cook,3,96,NA,NA,NA,NA
1046,11/9/2017,0.5,Hands-only Citizen CPR,Girl Scout Troop,Chicago,60616,Cook,1,20,NA,NA,NA,NA
1047,11/9/2017,0.5,FALP,Girl Scout Troop,Chicago,60616,Cook,1,20,NA,NA,NA,NA
1048,11/10/2017,0.75,Masters of Disaster,Dewey Elemenrary Academy of Fine Arts,Chicago,60609,Cook,1,12,1,7,4,0
1049,11/10/2017,1,Kid Firestopper,Warrenville Fire Department,Warrenville,60555,DuPage,1,21,3,5,8,4
1050,11/10/2017,1,Scrubby Bears,Palmer Elementary School,Chicago,60630,Cook,2,61,NA,NA,NA,NA
1051,11/11/2017,4,First Aid and CPR Certification,Hillside Public Library,Hillside,60162,Cook,1,4,0,0,4,0
1052,11/13/2017,0.5,FALP,Girl Scout Troop,Chicago,60619,Cook,1,25,NA,NA,NA,NA
1053,11/14/2017,1.5,Pillowcase Project,Charles W Earle School,Chicago,60636,Cook,2,52,5,38,6,3
1054,11/14/2017,1,CSD - Adult/Parents,Riverwoods Retirement Home,Kankakee,60901,Kankakee,1,38,NA,NA,NA,NA
1055,11/15/2017,1,FALP,Palmer Elementary School,Chicago,60630,Cook,4,121,NA,NA,NA,NA
1056,11/15/2017,3,First Aid and CPR Certification,AIM Company ,Chicago,60623,Cook,1,9,NA,NA,NA,NA
1057,11/15/2017,3,First Aid and CPR Certification,Aurora University,Aurora,60506,KANE,1,18,NA,NA,NA,NA
1058,11/16/2017,1.5,Pillowcase Project,Charles W Earle School ,Chicago,60636,Cook,1,21,2,15,4,0
1059,11/16/2017,1.5,CSD - Adult/Parents,Pullman Elementary School,Chicago,60628,Cook,1,4,0,3,1,0
1060,11/17/2017,1.5,CSD - Adult/Parents,Corliss High School,Chicago,60628,Cook,1,4,0,4,0,0
1061,11/17/2017,2,CSD - Refugees,Pan--African Center,Chicago,60660,Cook,1,30,NA,NA,NA,NA
1062,11/17/2017,3,First Aid and CPR Certification,Parents University,Chicago,60628,Cook,1,15,NA,NA,NA,NA
1063,11/18/2017,4,First Aid and CPR Certification,University of Chicago - Red Cross Chapter,Chicago,60637,Cook,1,7,1,4,2,0
1064,11/18/2017,5,First Aid and CPR Certification,Indo-American Center,Chicago,60659,Cook,1,11,NA,NA,NA,NA
1065,11/18/2017,,NA,NA,Rockford,61103,Winnebago,1,5,NA,NA,NA,NA
1066,11/20/2017,0.5,Scrubby Bears,James Madison Elementary School,Chicago,60619,Cook,1,12,1,7,3,1
1067,11/20/2017,0.75,Be Red Cross Ready,Brownell Elementary School,Chicago,60637,Cook,4,105,8,73,19,5
1068,11/20/2017,4,First Aid and CPR Certification,Lowden Homes,Chicago,60827,Cook,1,3,0,2,1,0
1069,11/27/2017,1.5,Pillowcase Project,James Madison Elementary School,Chicago,60619,Cook,2,55,7,38,9,1
1070,11/28/2017,1.5,Pillowcase Project,James Madison Elementary School,Chicago,60619,Cook,2,49,5,35,7,2
1071,11/28/2017,1,Masters of Disaster,Chappell Elementary School,Chicago,60625,Cook,6,220,NA,NA,NA,NA
1072,11/29/2017,4,First Aid and CPR Certification,Altgeld Gardens,Chicago,60628,Cook,1,12,1,6,5,0
1073,11/29/2017,1,Masters of Disaster,Chappell Elementary School,Chicago,60625,Cook,6,240,NA,NA,NA,NA
1074,12/1/2017,0.75,Kid Firestopper,Charles W Earle School,Chicago,60636,Cook,2,27,3,15,7,2
1075,12/1/2017,1.5,Pillowcase Project,Warrenville Fire Department,Warrenville,60555,DuPage,1,29,4,2,23,0
1076,12/4/2017,1,Kid Firestopper,Henderson Elementary School ,Chicago,60636,Cook,2,54,8,28,13,5
1077,12/4/2017,,NA,NA,Rockford,61103,Winnebago,1,14,NA,NA,NA,NA
1078,12/5/2017,0.75,Home Alone,Pullman Elementary School,Chicago,60628,Cook,2,43,2,25,12,4
1079,12/5/2017,1,Be Red Cross Ready,Pullman Elementary School,Chicago,60628,Cook,1,38,1,31,6,0
1080,12/5/2017,0.75,Kid Firestopper,Pullman Elementary School,Chicago,60628,Cook,2,40,2,21,14,3
1081,12/5/2017,1,Hands-only Citizen CPR,Chappell Elementary School,Chicago,60625,Cook,2,62,NA,NA,NA,NA
1082,12/6/2017,0.5,Scrubby Bears,Charles W Earle School ,Chicago,60636,Cook,1,23,4,14,4,2
1083,12/6/2017,0.5,Home Alone,James Madison Elementary School,Chicago,60619,Cook,1,18,3,17,0,1
1084,12/6/2017,5,Scrubby Bears,Chappell Elementary School,Chicago,60625,Cook,5,140,NA,NA,NA,NA
1085,12/6/2017,0.5,Hands-only Citizen CPR,Wells Prep,Chicago,60653,Cook,3,90,NA,NA,NA,NA
1086,12/7/2017,0.75,Kid Firestopper,Pullman Elementary School,Chicago,60628,Cook,3,61,8,32,18,3
1087,12/7/2017,1,Be Red Cross Ready,Pullman Elementary School,Chicago,60628,Cook,1,42,3,25,11,3
1088,12/7/2017,5,Scrubby Bears,Chappell Elementary School,Chicago,60625,Cook,6,165,NA,NA,NA,NA
1089,12/8/2017,4,First Aid and CPR Certification,Woodlawn Resource Center,Chicago,60637,Cook,1,8,1,6,1,0
1090,12/8/2017,1,CSD - Adult/Parents,Reunite Chatham,Chicago,60619,Cook,1,15,NA,NA,NA,NA
1091,12/9/2017,1,Be Red Cross Ready,"United Methodis Church ""Robles de Justicia"" ",Chicago,60639,Cook,1,20,NA,NA,NA,NA
1092,12/10/2017,3,First Aid and CPR Certification,Sierra Club,Chicago,60601,Cook,1,9,NA,NA,NA,NA
1093,12/11/2017,1.5,Pillowcase Project,Henderson Elementary School ,Chicago,60636,Cook,3,62,7,38,15,2
1094,12/11/2017,0.5,Scrubby Bears,Henderson Elementary School ,Chicago,60636,Cook,1,29,5,14,7,3
1095,12/11/2017,3,CSD - Adult/Parents,Boone Elementary School,Chicago,60645,Cook,1,16,NA,NA,NA,NA
1096,12/11/2017,1,Kid Firestopper,Girl Scout Troop,Chicago,60619,Cook,1,25,NA,NA,NA,NA
1097,12/12/2017,0.75,Home Alone,James Madison Elementary School,Chicago,60619,Cook,4,73,1,61,10,1
1098,12/13/2017,0.75,Home Alone,James Madison Elementary School,Chicago,60619,Cook,4,71,0,68,3,0
1099,12/13/2017,5,First Aid and CPR Certification,Boone Elementary School,Chicago,60645,Cook,1,8,NA,NA,NA,NA
1100,12/13/2017,1,First Aid and CPR Certification,Phoenix Military Academy ,Chicago,60612,Cook,1,12,NA,NA,NA,NA
1101,12/13/2017,1,First Aid and CPR Certification,Phoenix Military Academy ,Chicago,60612,Cook,1,12,NA,NA,NA,NA
1102,12/13/2017,1,First Aid and CPR Certification,Phoenix Military Academy ,Chicago,60612,Cook,1,12,NA,NA,NA,NA
1103,12/13/2017,1,First Aid and CPR Certification,Phoenix Military Academy ,Chicago,60612,Cook,1,12,NA,NA,NA,NA
1104,12/13/2017,,NA,NA,Bryon,61010,Olge,1,16,NA,NA,NA,NA
1105,12/14/2017,0.75,Scrubby Bears,Charles W Earle School,Chicago,60636,Cook,5,100,2,75,22,1
1106,12/14/2017,1,First Aid and CPR Certification,Phoenix Military Academy ,Chicago,60612,Cook,1,12,NA,NA,NA,NA
1107,12/14/2017,1,First Aid and CPR Certification,Phoenix Military Academy ,Chicago,60612,Cook,1,12,NA,NA,NA,NA
1108,12/14/2017,1,First Aid and CPR Certification,Phoenix Military Academy ,Chicago,60612,Cook,1,12,NA,NA,NA,NA
1109,12/14/2017,1,First Aid and CPR Certification,Phoenix Military Academy ,Chicago,60612,Cook,1,12,NA,NA,NA,NA
1110,12/14/2017,1,First Aid and CPR Certification,Phoenix Military Academy ,Chicago,60612,Cook,1,12,NA,NA,NA,NA
1111,12/18/2017,1,FALP,Henderson Elementary School ,Chicago,60636,Cook,3,65,3,52,9,1
1112,12/18/2017,1,Hands-only Citizen CPR,Marine Leadership Academy ,Chicago,60647,Cook,1,55,NA,NA,NA,NA
1113,12/19/2017,0.5,Scrubby Bears,Clay Elementary School,Chicago,60633,Cook,6,133,20,63,48,2
1114,12/19/2017,5,Hands-only Citizen CPR,Amundsen High School,Chicago,60625,Cook,3,55,NA,NA,NA,NA
1115,12/19/2017,1,Hands-only Citizen CPR,Senior Citzen Training ,Chicago,60614,Cook,1,30,NA,NA,NA,NA
1116,12/20/2017,1.5,Pillowcase Project,Charles W Earle School ,Chicago,60636,Cook,3,53,5,28,18,2
1117,12/20/2017,1.5,CSD - IDD,Oak Street Health ,Chicago,60660,Cook,1,12,5,3,2,2
1118,12/20/2017,5,Hands-only Citizen CPR,Amundsen High School,Chicago,60625,Cook,3,62,NA,NA,NA,NA
1119,12/21/2017,1.5,CSD - IDD,Webster Elementary School,Chicago,60624,Cook,1,6,1,4,1,0
1120,12/22/2017,1.5,Pillowcase Project,Charles W Earle School ,Chicago,60636,Cook,2,48,3,30,11,4
1121,12/22/2017,1,FALP,CUB SCOUTS,Joliet,60436,WILL,1,4,NA,NA,NA,NA
1122,12/27/2017,1.5,Pillowcase Project,Trumbull Park Homes,Chicago,60617,Cook,1,6,0,4,2,0
1123,12/27/2017,3,First Aid and CPR Certification,N/A,Chicago,60653,Cook,1,5,NA,NA,NA,NA
1124,12/28/2017,4,First Aid and CPR Certification,Trumbull Park Homes,Chicago,60617,Cook,1,9,0,6,3,0
1125,12/29/2017,4,First Aid and CPR Certification,Rose of Light Mb Church,Chicago,60636,Cook,1,10,0,7,3,0
